m49_code,country,region,cpc_code,commodity,year,loss_percentage,loss_percentage_original,loss_quantity,activity,food_supply_stage,treatment,cause_of_loss,sample_size,method_data_collection,reference,reference.1,reference.2
642,Romania,,117,Oats,2016,0.48,0.48%,1836.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
642,Romania,,1510,Potatoes,2016,8.41,8.41%,226173.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
642,Romania,,1801,Sugar beet,2016,1.12,1.12%,11356.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
642,Romania,,111,Wheat,2015,0.19,0.19%,15267.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
642,Romania,,112,Maize (corn),2015,0.5,0.50%,44720.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
642,Romania,,113,Rice,2015,9.55,9.55%,4752.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
642,Romania,,115,Barley,2015,0.15,0.15%,2448.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
642,Romania,,117,Oats,2015,0.82,0.82%,2867.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
642,Romania,,1510,Potatoes,2015,6.74,6.74%,182082.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
642,Romania,,1701,"Beans, dry",2015,0.02,0.02%,3.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
642,Romania,,1801,Sugar beet,2015,0.34,0.34%,3532.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
642,Romania,,111,Wheat,2014,0.2,0.20%,15231.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
642,Romania,,112,Maize (corn),2014,0.49,0.49%,58460.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
642,Romania,,113,Rice,2014,9.49,9.49%,4286.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
642,Romania,,115,Barley,2014,0.19,0.19%,3337.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
642,Romania,,117,Oats,2014,0.81,0.81%,3087.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
642,Romania,,1510,Potatoes,2014,8.65,8.65%,304246.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
642,Romania,,1701,"Beans, dry",2014,0.02,0.02%,3.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
642,Romania,,1801,Sugar beet,2014,0.86,0.86%,11988.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
642,Romania,,111,Wheat,2007,0.32,0.32%,9662.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
642,Romania,,111,Wheat,2005,0.78,0.78%,57434.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
642,Romania,,111,Wheat,2004,0.73,0.73%,56896.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
643,Russian Federation,,1510,Potatoes,2018,6.48,6.48%,1450200.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
643,Russian Federation,,1510,Potatoes,2017,6.73,6.73%,1461000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
643,Russian Federation,,1510,Potatoes,2016,6.25,6.25%,1404300.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
643,Russian Federation,,1510,Potatoes,2015,4.25,4.25%,1431200.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
643,Russian Federation,,1510,Potatoes,2014,3.97,3.97%,1250800.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
643,Russian Federation,,1510,Potatoes,2013,6.57,6.57%,1983900.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
643,Russian Federation,,2211,Raw milk of cattle,2013,0.11,0.11%,32100.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
643,Russian Federation,,231,"Hen eggs in shell, fresh",2013,0.21,0.21%,4840.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
643,Russian Federation,,1510,Potatoes,2012,5.93,5.93%,1751700.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
643,Russian Federation,,2211,Raw milk of cattle,2012,0.09,0.09%,28800.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
643,Russian Federation,,231,"Hen eggs in shell, fresh",2012,0.22,0.22%,5060.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
643,Russian Federation,,1510,Potatoes,2011,4.49,4.49%,1469000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
643,Russian Federation,,2211,Raw milk of cattle,2011,0.1,0.10%,30100.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
643,Russian Federation,,231,"Hen eggs in shell, fresh",2011,0.24,0.24%,5500.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
643,Russian Federation,,1510,Potatoes,2010,6.14,6.14%,1299000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
643,Russian Federation,,2211,Raw milk of cattle,2010,0.09,0.09%,29400.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
643,Russian Federation,,231,"Hen eggs in shell, fresh",2010,0.25,0.25%,5700.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
643,Russian Federation,,1510,Potatoes,2009,4.8,4.80%,1494000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
643,Russian Federation,,2211,Raw milk of cattle,2009,0.07,0.07%,22800.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
643,Russian Federation,,231,"Hen eggs in shell, fresh",2009,0.17,0.17%,3700.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
643,Russian Federation,,1510,Potatoes,2008,4.84,4.84%,1396000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
643,Russian Federation,,2211,Raw milk of cattle,2008,0.07,0.07%,21000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
643,Russian Federation,,231,"Hen eggs in shell, fresh",2008,0.18,0.18%,3800.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
643,Russian Federation,,1510,Potatoes,2007,4.96,4.96%,1825700.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
643,Russian Federation,,2211,Raw milk of cattle,2007,0.07,0.07%,21500.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
643,Russian Federation,,231,"Hen eggs in shell, fresh",2007,0.2,0.20%,4300.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
643,Russian Federation,,1510,Potatoes,2006,4.3,4.30%,1659000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
643,Russian Federation,,2211,Raw milk of cattle,2006,0.07,0.07%,20700.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
643,Russian Federation,,231,"Hen eggs in shell, fresh",2006,0.16,0.16%,3304.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
643,Russian Federation,,1510,Potatoes,2005,3.85,3.85%,1436000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
643,Russian Federation,,2211,Raw milk of cattle,2005,0.06,0.06%,17100.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
643,Russian Federation,,231,"Hen eggs in shell, fresh",2005,0.14,0.14%,2800.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
643,Russian Federation,,1510,Potatoes,2004,3.88,3.88%,1395000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
643,Russian Federation,,2211,Raw milk of cattle,2004,0.07,0.07%,23800.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
643,Russian Federation,,231,"Hen eggs in shell, fresh",2004,0.09,0.09%,1736.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
643,Russian Federation,,1510,Potatoes,2003,3.42,3.42%,1257000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
643,Russian Federation,,2211,Raw milk of cattle,2003,0.07,0.07%,22000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
643,Russian Federation,,231,"Hen eggs in shell, fresh",2003,0.12,0.12%,2464.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
643,Russian Federation,,1510,Potatoes,2002,3.56,3.56%,1169000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
643,Russian Federation,,2211,Raw milk of cattle,2002,0.09,0.09%,30000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
643,Russian Federation,,231,"Hen eggs in shell, fresh",2002,0.1,0.10%,1960.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
643,Russian Federation,,1510,Potatoes,2001,3.32,3.32%,1161000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
643,Russian Federation,,2211,Raw milk of cattle,2001,0.1,0.10%,31000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
643,Russian Federation,,231,"Hen eggs in shell, fresh",2001,0.09,0.09%,1848.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
643,Russian Federation,,1510,Potatoes,2000,3.13,3.13%,1065000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
643,Russian Federation,,2211,Raw milk of cattle,2000,0.1,0.10%,31000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
643,Russian Federation,,231,"Hen eggs in shell, fresh",2000,0.1,0.10%,1904.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
646,Rwanda,,114,Sorghum,2016,0.01,0.01%,15.69393,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
646,Rwanda,,142,"Groundnuts, excluding shelled",2016,0.02,0.02%,2.307245,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
68,Bolivia (Plurinational State of),,112,Maize (corn),2018,0.74,0.74%,9362.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
68,Bolivia (Plurinational State of),,112,Maize (corn),2017,0.79,0.79%,7571.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
68,Bolivia (Plurinational State of),,114,Sorghum,2017,1.56,1.56%,8673.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
68,Bolivia (Plurinational State of),,141,Soya beans,2017,2.01,2.01%,53664.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
68,Bolivia (Plurinational State of),,1445,Sunflower seed,2017,4.71,4.71%,3220.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
68,Bolivia (Plurinational State of),,1510,Potatoes,2017,5.37,5.37%,56110.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
68,Bolivia (Plurinational State of),,112,Maize (corn),2016,0.62,0.62%,6131.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
68,Bolivia (Plurinational State of),,114,Sorghum,2016,0.72,0.72%,5780.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
68,Bolivia (Plurinational State of),,141,Soya beans,2016,1.56,1.56%,49853.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
68,Bolivia (Plurinational State of),,1445,Sunflower seed,2016,1.48,1.48%,1936.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
68,Bolivia (Plurinational State of),,1510,Potatoes,2016,5.8,5.80%,62265.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
68,Bolivia (Plurinational State of),,112,Maize (corn),2015,0.56,0.56%,5871.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
68,Bolivia (Plurinational State of),,114,Sorghum,2015,0.73,0.73%,6298.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
68,Bolivia (Plurinational State of),,141,Soya beans,2015,1.5,1.50%,46449.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
68,Bolivia (Plurinational State of),,1445,Sunflower seed,2015,2.13,2.13%,2253.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
68,Bolivia (Plurinational State of),,1510,Potatoes,2015,5.06,5.06%,53560.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
686,Senegal,,142,"Groundnuts, excluding shelled",2015,14.1,14.1,,,Whole supply chain,,,,Case Study,,,
688,Serbia,,2211,Raw milk of cattle,2017,0.07,0.07%,1094.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
688,Serbia,,2291,Raw milk of sheep,2017,0.3,0.30%,44.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
688,Serbia,,2292,Raw milk of goats,2017,0.54,0.54%,183.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
688,Serbia,,231,"Hen eggs in shell, fresh",2017,0.24,0.24%,215.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
688,Serbia,,112,Maize (corn),2016,2.52,2.52%,186000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
688,Serbia,,2211,Raw milk of cattle,2016,0.07,0.07%,1143.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
688,Serbia,,2291,Raw milk of sheep,2016,0.09,0.09%,15.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
688,Serbia,,2292,Raw milk of goats,2016,0.08,0.08%,29.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
688,Serbia,,231,"Hen eggs in shell, fresh",2016,0.25,0.25%,228.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
688,Serbia,,112,Maize (corn),2015,2.49,2.49%,136000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
688,Serbia,,2211,Raw milk of cattle,2015,0.12,0.12%,1903.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
688,Serbia,,2291,Raw milk of sheep,2015,0.1,0.10%,20.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
688,Serbia,,2292,Raw milk of goats,2015,0.1,0.10%,47.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
688,Serbia,,231,"Hen eggs in shell, fresh",2015,0.26,0.26%,267.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
688,Serbia,,112,Maize (corn),2014,2.5,2.50%,199000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
688,Serbia,,2211,Raw milk of cattle,2014,0.09,0.09%,1456.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
688,Serbia,,2291,Raw milk of sheep,2014,0.37,0.37%,74.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
688,Serbia,,2292,Raw milk of goats,2014,0.14,0.14%,55.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
688,Serbia,,231,"Hen eggs in shell, fresh",2014,0.53,0.53%,505.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
688,Serbia,,2910,Natural honey,2014,3.17,3.17%,139.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
703,Slovakia,,111,Wheat,2004,1.36,1.36%,24000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
703,Slovakia,,115,Barley,2004,2.35,2.35%,21500.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
703,Slovakia,,111,Wheat,2003,2.47,2.47%,23000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
703,Slovakia,,115,Barley,2003,2.67,2.67%,21500.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
703,Slovakia,,111,Wheat,2002,1.99,1.99%,31000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
703,Slovakia,,115,Barley,2002,3.17,3.17%,22000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
703,Slovakia,,111,Wheat,2001,1.9,1.90%,36000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
703,Slovakia,,115,Barley,2001,3.42,3.42%,21000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
703,Slovakia,,115,Barley,2000,9.07,9.07%,36000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
703,Slovakia,,1510,Potatoes,2000,3.1,3.10%,13000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
704,Viet Nam,,1520.01,"Cassava, fresh",2014,1.0,1,4740.0,Retailing,Retail,Wet starch,,,Survey,Naziri D.,Naziri D.,Naziri D.
704,Viet Nam,,1520.01,"Cassava, fresh",2014,2.0,2,9772.0,"Handling, Trading, Transportation",Transport,Wet starch,,,Survey,Naziri D.,Naziri D.,Naziri D.
704,Viet Nam,,1520.01,"Cassava, fresh",2014,0.5,0.5,2455.0,Harvesting,Harvest,Wet starch,,,Survey,Naziri D.,Naziri D.,Naziri D.
704,Viet Nam,,1520.01,"Cassava, fresh",2014,1.0,1,4788.0,Processing,Processing,Wet starch,,,Survey,Naziri D.,Naziri D.,Naziri D.
704,Viet Nam,,1520.02,"Cassava, dry",2014,0.5,0.5,19248.0,Harvesting,Harvest,Cassava chips,,,Survey,Naziri D.,Naziri D.,Naziri D.
704,Viet Nam,,1520.02,"Cassava, dry",2014,0.5,0.50%,27154.0,"Handling, Trading, Transportation",Transport,Dry Starch,,,Survey,"NA (2015),  journal of agriculture and rural development in the tropics and subtropics vol.ghana incurs by far the highest losses because a high proportion of roots reach the consumers in the fresh form.most los","NA (2015),  journal of agriculture and rural development in the tropics and subtropics vol.ghana incurs by far the highest losses because a high proportion of roots reach the consumers in the fresh form.most los","NA (2015),  journal of agriculture and rural development in the tropics and subtropics vol.ghana incurs by far the highest losses because a high proportion of roots reach the consumers in the fresh form.most los"
704,Viet Nam,,1520.02,"Cassava, dry",2014,0.5,0.5,19152.0,"Handling, Trading, Transportation",Transport,Cassava chips,,,Survey,Naziri D.,Naziri D.,Naziri D.
704,Viet Nam,,1520.02,"Cassava, dry",2014,5.0,5,190565.0,Processing,Processing,Cassava chips,,,Survey,Naziri D.,Naziri D.,Naziri D.
704,Viet Nam,,112,Maize (corn),2001,0.98,0.98%,21228.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
704,Viet Nam,,112,Maize (corn),2000,1.0,1%,20059.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
724,Spain,,112,Maize (corn),2000,0.41,0.41%,16200.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
724,Spain,,115,Barley,2000,0.42,0.42%,46000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
729,Sudan,,111,Wheat,2016,9.5,9.50%,49000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
729,Sudan,,112,Maize (corn),2016,10.0,10%,5000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
729,Sudan,,113,Rice,2016,10.71,10.71%,3000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
729,Sudan,,114,Sorghum,2016,3.7,3.70%,239000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
729,Sudan,,118,Millet,2016,3.59,3.59%,52000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
729,Sudan,,111,Wheat,2015,9.12,9.12%,71000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
729,Sudan,,112,Maize (corn),2015,14.58,14.58%,7000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
729,Sudan,,113,Rice,2015,15.62,15.62%,5000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
729,Sudan,,111,Wheat,2014,2.54,2.54%,12000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
729,Sudan,,112,Maize (corn),2014,4.17,4.17%,2000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
729,Sudan,,113,Rice,2014,5.92,5.92%,1000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
729,Sudan,,114,Sorghum,2014,1.78,1.78%,112000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
729,Sudan,,118,Millet,2014,1.45,1.45%,18000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
756,Switzerland,,111,Wheat,2013,1.71,1.71%,8200.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
756,Switzerland,,112,Maize (corn),2013,0.81,0.81%,1000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
756,Switzerland,,115,Barley,2013,1.03,1.03%,1700.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
756,Switzerland,,116,Rye,2013,0.97,0.97%,100.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
756,Switzerland,,117,Oats,2013,1.26,1.26%,100.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
756,Switzerland,,1191,Triticale,2013,0.99,0.99%,500.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
756,Switzerland,,111,Wheat,2012,1.63,1.63%,8400.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
756,Switzerland,,112,Maize (corn),2012,0.96,0.96%,1400.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
756,Switzerland,,115,Barley,2012,0.98,0.98%,1800.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
756,Switzerland,,116,Rye,2012,0.95,0.95%,100.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
